Total Time,Step Time,Voltage [V],Current [A],Battery Temperature [ÅãC],Chamber Temperature [ÅãC]
14230.98,8,20.1,20.019,57.5,59.9
14231.48,8.5,20.09,20.018,57.5,59.9
14231.98,9,20.07,20.015,57.5,59.9
14232.48,9.5,20.05,20.019,57.5,59.9
14232.98,10,20.04,20.016,57.4,59.9
14233.48,10.5,20.02,19.992,57.4,59.9
14233.98,11,20.01,19.997,57.5,59.9
14234.48,11.5,19.99,20.005,57.5,59.9
14234.98,12,19.98,20.01,57.5,59.9
14853.13,0.5,20.94,-20.017,57.5,59.9
14853.63,1,20.97,-20.017,57.5,59.9
14854.13,1.5,20.99,-20.003,57.5,59.9
14854.63,2,21.02,-20.002,57.5,59.9
14855.13,2.5,21.04,-19.985,57.5,59.9
14855.63,3,21.06,-19.997,57.5,59.9
14856.13,3.5,21.07,-19.989,57.5,59.9
14856.63,4,21.09,-19.994,57.5,59.9
14857.13,4.5,21.12,-19.984,57.5,59.9
14857.63,5,21.14,-19.986,57.5,59.9
14858.13,5.5,21.15,-19.985,57.5,59.9
14858.63,6,21.16,-19.991,57.5,59.9
14859.13,6.5,21.18,-19.99,57.5,59.9
14859.63,7,21.19,-19.989,57.5,59.9
14860.13,7.5,21.21,-19.989,57.5,59.9
14860.63,8,21.23,-19.987,57.5,59.9
14861.13,8.5,21.24,-20,57.5,59.9
14861.63,9,21.26,-20.004,57.5,59.9
14862.13,9.5,21.27,-20.001,57.5,59.9
14862.63,10,21.28,-20.007,57.5,59.9
14863.13,10.5,21.3,-20.01,57.5,59.9
14863.63,11,21.32,-20.015,57.5,59.9
14864.13,11.5,21.33,-20.014,57.5,59.9
14864.63,12,21.35,-20.019,57.5,59.9
15482.78,0.5,20.29,30.014,57.5,59.9
15483.28,1,20.25,30.002,57.6,59.9
15483.78,1.5,20.21,30.01,57.6,59.9
15484.28,2,20.18,30.012,57.5,59.9
15484.78,2.5,20.14,30.01,57.5,59.9
15485.28,3,20.11,30.01,57.5,59.9
15485.78,3.5,20.08,30.022,57.5,59.9
15486.28,4,20.06,30.019,57.5,59.9
15486.78,4.5,20.03,30.033,57.5,59.9
15487.28,5,20,30.019,57.5,59.9
15487.78,5.5,19.97,30.021,57.5,59.9
15488.28,6,19.95,30.02,57.5,59.9
15488.78,6.5,19.92,30.018,57.6,59.9
15489.28,7,19.9,30.031,57.6,60
15489.78,7.5,19.88,30.02,57.6,60
15490.28,8,19.85,30.027,57.6,60
15490.78,8.5,19.83,30.016,57.6,60
15491.28,9,19.8,30.02,57.6,60
15491.78,9.5,19.78,30,57.6,60
15492.28,10,19.76,30.015,57.6,60
15492.78,10.5,19.73,29.999,57.6,60
15493.28,11,19.71,29.998,57.6,60
15493.78,11.5,19.69,29.998,57.6,60
15494.28,12,19.66,29.99,57.6,60
16112.43,0.5,21.08,-29.97,57.7,59.9
16112.93,1,21.12,-29.958,57.7,59.9
16113.43,1.5,21.16,-29.956,57.7,59.9
16113.93,2,21.19,-29.957,57.7,59.9
16114.43,2.5,21.22,-29.956,57.7,59.9
16114.93,3,21.25,-29.961,57.7,59.9
16115.43,3.5,21.28,-29.951,57.7,59.9
16115.93,4,21.31,-29.961,57.7,59.9
16116.43,4.5,21.34,-29.953,57.7,59.9
16116.93,5,21.36,-29.959,57.7,59.9
16117.43,5.5,21.39,-29.952,57.7,59.9
16117.93,6,21.42,-29.963,57.7,59.9
16118.43,6.5,21.43,-29.959,57.7,59.9
16118.93,7,21.46,-29.955,57.7,59.9
16119.43,7.5,21.48,-29.963,57.7,59.9
16119.93,8,21.5,-29.95,57.7,59.9
16120.43,8.5,21.53,-29.965,57.7,59.9
16120.93,9,21.55,-29.95,57.7,59.9
16121.43,9.5,21.57,-29.959,57.7,59.9
16121.93,10,21.59,-29.954,57.7,59.9
16122.43,10.5,21.61,-29.969,57.7,59.9
16122.93,11,21.63,-29.957,57.7,59.9
16123.43,11.5,21.65,-29.951,57.7,59.9
16123.93,12,21.68,-29.962,57.7,59.9
16742.08,0.5,20.22,35.009,57.8,60
16742.58,1,20.17,35.015,57.8,60
16743.08,1.5,20.13,35.01,57.7,60
16743.58,2,20.09,35.014,57.7,60
16744.08,2.5,20.05,35.018,57.7,60
16744.58,3,20.01,35.014,57.7,60
16745.08,3.5,19.98,35.012,57.7,60
16745.58,4,19.94,35.011,57.7,60
16746.08,4.5,19.91,35.013,57.7,60
16746.58,5,19.88,35.017,57.7,60
16747.08,5.5,19.85,35.01,57.7,60
16747.58,6,19.82,35.013,57.7,60
16748.08,6.5,19.79,35.007,57.7,60
16748.58,7,19.76,35.01,57.7,60
16749.08,7.5,19.74,35.006,57.7,60
16749.58,8,19.71,35.019,57.7,60
16750.08,8.5,19.68,35.017,57.7,60
16750.58,9,19.65,35.021,57.7,60
16751.08,9.5,19.62,35.029,57.7,60
16751.58,10,19.59,35.023,57.7,60
16752.08,10.5,19.56,35.035,57.7,60
16752.58,11,19.54,35.034,57.7,60
16753.08,11.5,19.51,35.022,57.7,60
16753.58,12,19.48,35.017,57.7,60
17371.73,0.5,21.21,-40.023,57.7,60
17372.23,1,21.27,-40.023,57.7,60
17372.73,1.5,21.32,-40.023,57.7,60
17373.23,2,21.37,-40.021,57.7,60
17373.73,2.5,21.41,-40.009,57.7,60
17374.23,3,21.45,-39.993,57.7,60
17374.73,3.5,21.49,-39.981,57.7,60
17375.23,4,21.52,-39.96,57.7,60
17375.73,4.5,21.56,-39.947,57.7,60
17376.23,5,21.59,-39.944,57.7,60
17376.73,5.5,21.62,-39.948,57.7,60
17377.23,6,21.66,-39.971,57.7,60
17377.73,6.5,21.69,-39.988,57.7,60
17378.23,7,21.72,-40.014,57.7,60
17378.73,7.5,21.75,-40.024,57.7,60
17379.23,8,21.78,-40.032,57.7,60
17379.73,8.5,21.81,-40.043,57.7,60
17380.23,9,21.84,-40.05,57.7,60
17380.73,9.5,21.87,-40.044,57.7,60
17381.23,10,21.9,-40.026,57.7,60
17381.73,10.5,21.93,-40.005,57.7,60
17382.23,11,21.96,-39.983,57.7,60
17382.73,11.5,21.98,-39.964,57.7,60
17383.23,12,22.01,-39.964,57.7,59.9
18001.37,0.5,20.02,50.027,57.7,59.9
18001.87,1,19.94,50.017,57.7,59.9
18002.37,1.5,19.88,50.012,57.7,59.9
18002.87,2,19.82,50.01,57.7,59.9
18003.37,2.5,19.76,50.015,57.7,59.9
18003.87,3,19.71,50.022,57.7,59.9
18004.37,3.5,19.66,50.028,57.7,59.9
18004.87,4,19.61,50.028,57.7,59.9
18005.37,4.5,19.57,50.005,57.7,59.9
18005.87,5,19.52,50.002,57.7,59.9
18006.37,5.5,19.48,50.008,57.7,59.9
18006.87,6,19.43,50.005,57.7,59.9
18007.37,6.5,19.39,50.002,57.7,59.9
18007.87,7,19.35,50.02,57.7,59.9
18008.37,7.5,19.31,50.029,57.7,59.9
18008.87,8,19.27,50.017,57.7,59.9
18009.37,8.5,19.23,50.015,57.7,59.9
18009.87,9,19.19,50.005,57.7,59.9
18010.37,9.5,19.14,50.018,57.7,59.9
18010.87,10,19.11,50.014,57.7,59.9
18011.37,10.5,19.06,50.017,57.7,59.9
18011.87,11,19.02,50.024,57.7,59.9
18012.37,11.5,18.98,50.033,57.7,59.9
18012.87,12,18.94,50.044,57.7,59.9
18631.02,0.5,21.35,-50.02,57.7,60
18631.52,1,21.42,-50.026,57.7,60
18632.02,1.5,21.49,-50.025,57.7,60
18632.52,2,21.55,-50.02,57.7,60
18633.02,2.5,21.6,-50.017,57.7,60
18633.52,3,21.65,-49.998,57.7,60
18634.02,3.5,21.7,-49.992,57.7,60
18634.52,4,21.74,-49.958,57.7,60
18635.02,4.5,21.78,-49.955,57.7,60
18635.52,5,21.82,-49.945,57.7,60
18636.02,5.5,21.86,-49.961,57.7,60
18636.52,6,21.91,-49.977,57.7,60
18637.02,6.5,21.95,-50.005,57.7,60
18637.52,7,21.98,-50.024,57.7,60
18638.02,7.5,22.02,-50.033,57.7,60
18638.52,8,22.06,-50.036,57.7,60
18639.02,8.5,22.09,-50.041,57.7,60
18639.52,9,22.13,-50.029,57.7,60
18640.02,9.5,22.16,-50.015,57.7,60
18640.52,10,22.2,-49.996,57.7,59.9
18641.02,10.5,22.24,-49.979,57.7,59.9
18641.52,11,22.27,-49.975,57.7,59.9
18642.02,11.5,22.31,-49.98,57.7,59.9
18642.52,12,22.34,-50.006,57.7,59.9
20144.62,0.5,21.24,20.013,57.8,60
20145.12,1,21.21,20.014,57.8,60
20145.62,1.5,21.18,20.013,57.8,60
20146.12,2,21.16,20.018,57.8,60
20146.62,2.5,21.14,20.017,57.8,60
20147.12,3,21.12,20.015,57.8,60
20147.62,3.5,21.1,20.018,57.8,60
20148.12,4,21.08,20.016,57.8,60
20148.62,4.5,21.07,20.016,57.8,60
20149.12,5,21.05,20.014,57.8,60
20149.62,5.5,21.03,20.01,57.8,60
20150.12,6,21.02,20.015,57.8,60
20150.62,6.5,21.01,20.018,57.8,60
20151.12,7,20.98,20.021,57.8,59.9
20151.62,7.5,20.97,20.018,57.8,59.9
20152.12,8,20.95,20.021,57.8,59.9
20152.62,8.5,20.94,20.022,57.8,59.9
20153.12,9,20.93,20.022,57.8,59.9
20153.62,9.5,20.91,20.024,57.8,59.9
20154.12,10,20.9,20.025,57.8,59.9
20154.62,10.5,20.88,20.027,57.8,59.9
20155.12,11,20.87,20.024,57.8,59.9
20155.62,11.5,20.85,20.022,57.8,59.9
20156.12,12,20.84,20.02,57.8,59.9
20774.3,0.5,21.77,-20.006,57.8,60
20774.8,1,21.8,-20,57.8,60
20775.3,1.5,21.83,-19.984,57.8,60
20775.8,2,21.85,-19.974,57.8,60
20776.3,2.5,21.87,-19.976,57.8,60
20776.8,3,21.9,-19.975,57.8,60
20777.3,3.5,21.91,-19.988,57.8,60
20777.8,4,21.92,-19.986,57.7,60
20778.3,4.5,21.95,-19.983,57.7,60
20778.8,5,21.96,-19.985,57.8,60
20779.3,5.5,21.98,-19.993,57.8,60
20779.8,6,22,-19.987,57.8,60
20780.3,6.5,22.01,-19.989,57.7,60
20780.8,7,22.02,-19.999,57.7,60
20781.3,7.5,22.04,-20.002,57.8,60
20781.8,8,22.05,-20.005,57.8,60
20782.3,8.5,22.07,-20.001,57.8,60
20782.8,9,22.08,-19.996,57.8,60
20783.3,9.5,22.1,-19.995,57.7,60
20783.8,10,22.11,-19.989,57.7,60
20784.3,10.5,22.13,-19.988,57.7,60
20784.8,11,22.14,-19.987,57.7,60
20785.3,11.5,22.16,-19.979,57.7,60
20785.8,12,22.17,-19.975,57.7,60
21403.95,0.5,21.15,30.012,57.8,59.9
21404.45,1,21.1,30.022,57.8,59.9
21404.95,1.5,21.06,30.023,57.8,59.9
21405.45,2,21.03,30.007,57.8,59.9
21405.95,2.5,21,29.998,57.8,59.9
21406.45,3,20.97,29.998,57.8,59.9
21406.95,3.5,20.94,30.004,57.8,59.9
21407.45,4,20.91,30.023,57.8,59.9
21407.95,4.5,20.89,30.014,57.8,59.9
21408.45,5,20.86,30.019,57.8,59.9
21408.95,5.5,20.83,30.016,57.8,59.9
21409.45,6,20.81,30.019,57.8,59.9
21409.95,6.5,20.78,30.032,57.8,59.9
21410.45,7,20.76,30.01,57.8,59.9
21410.95,7.5,20.74,29.995,57.8,59.9
21411.45,8,20.72,30.002,57.8,59.9
21411.95,8.5,20.69,30.01,57.8,59.9
21412.45,9,20.67,30.008,57.8,59.9
21412.95,9.5,20.65,30.012,57.8,59.9
21413.45,10,20.63,30.008,57.8,59.9
21413.95,10.5,20.61,30.029,57.8,59.9
21414.45,11,20.59,30.017,57.8,59.9
21414.95,11.5,20.56,29.994,57.8,59.9
21415.45,12,20.54,29.984,57.8,59.9
22033.6,0.5,21.91,-30.011,57.8,60
22034.1,1,21.95,-29.979,57.8,60
22034.6,1.5,21.99,-29.981,57.8,60
22035.1,2,22.02,-29.998,57.8,60
22035.6,2.5,22.06,-30.015,57.8,60
22036.1,3,22.09,-30.012,57.8,60
22036.6,3.5,22.11,-30.013,57.8,60
22037.1,4,22.14,-29.997,57.8,60
22037.6,4.5,22.16,-29.98,57.8,60
22038.1,5,22.19,-29.955,57.8,60
22038.6,5.5,22.21,-29.967,57.8,60
22039.1,6,22.24,-29.98,57.8,60
22039.6,6.5,22.26,-29.991,57.8,60
22040.1,7,22.29,-30.022,57.8,60
22040.6,7.5,22.31,-30.018,57.8,60
22041.1,8,22.32,-30.012,57.8,60
22041.6,8.5,22.35,-29.99,57.8,60
22042.1,9,22.37,-29.969,57.8,60
22042.6,9.5,22.4,-29.971,57.8,60
22043.1,10,22.41,-29.997,57.8,59.9
22043.6,10.5,22.43,-30.015,57.8,59.9
22044.1,11,22.46,-30.039,57.8,59.9
22044.6,11.5,22.48,-30.034,57.8,59.9
22045.1,12,22.5,-30.021,57.8,59.9
22663.25,0.5,21,40.03,57.8,60
22663.75,1,20.94,40.022,57.8,60
22664.25,1.5,20.89,40.012,57.8,60
22664.75,2,20.85,40.003,57.8,60
22665.25,2.5,20.81,40.004,57.8,60
22665.75,3,20.76,40.012,57.8,60
22666.25,3.5,20.73,40.009,57.8,60
22666.75,4,20.69,40.019,57.8,60
22667.25,4.5,20.65,40.036,57.8,60
22667.75,5,20.62,40.042,57.8,60
22668.25,5.5,20.59,40.028,57.8,60
22668.75,6,20.56,40.015,57.8,60
22669.25,6.5,20.52,40.008,57.8,60
22669.75,7,20.49,40.007,57.8,60
22670.25,7.5,20.46,40.012,57.8,60
22670.75,8,20.43,40.005,57.8,60
22671.25,8.5,20.4,40.029,57.8,60
22671.75,9,20.37,40.023,57.8,60
22672.25,9.5,20.34,40.021,57.8,60
22672.75,10,20.31,40,57.8,60
22673.25,10.5,20.28,39.993,57.8,60
22673.75,11,20.25,39.994,57.8,60
22674.25,11.5,20.22,40.004,57.8,60
22674.75,12,20.2,40.007,57.8,60
23292.9,0.5,22.05,-39.954,57.9,59.9
23293.4,1,22.1,-39.99,57.9,59.9
23293.9,1.5,22.16,-40.011,57.9,59.9
23294.4,2,22.2,-40.017,57.9,59.9
23294.9,2.5,22.24,-40.023,57.9,59.9
23295.4,3,22.27,-40.033,57.9,60
23295.9,3.5,22.32,-40.029,57.9,60
23296.4,4,22.35,-40.031,57.9,60
